,Property,Image1,Image2,contrast11,contrast12,contrast13,contrast14,contrast_avg1,contrast21,contrast22,contrast23,contrast24,contrast_avg2,dissimilarity11,dissimilarity12,dissimilarity13,dissimilarity14,dissimilarity_avg1,dissimilarity21,dissimilarity22,dissimilarity23,dissimilarity24,dissimilarity_avg2,homogeneity11,homogeneity12,homogeneity13,homogeneity14,homogeneity_avg1,homogeneity21,homogeneity22,homogeneity23,homogeneity24,homogeneity_avg_2,energy_feature11,energy_feature12,energy_feature13,energy_feature14,energy_feature_avg1,energy_feature21,energy_feature22,energy_feature23,energy_feature24,energy_feature_avg2,correlation_feature11,correlation_feature12,correlation_feature13,correlation_feature14,correlation_feature_avg1,correlation_feature21,correlation_feature22,correlation_feature23,correlation_feature24,correlation_feature_avg2,asm_feature11,asm_feature12,asm_feature13,asm_feature14,asm_feature_avg1,asm_feature21,asm_feature22,asm_feature23,asm_feature24,asm_feature_avg2,PIQ_DISTS,Cosine similarity,td_b7,vents_count_1,vents_count_2,common_vents_count,similarity_ratio,label
1208,20931,2020-04-06_2.jpeg,2020-09-02_1.jpeg,1.04,1.67,1.07,1.24,1.26,0.77,1.34,0.79,0.88,0.94,0.39,0.48,0.39,0.42,0.42,0.30,0.38,0.30,0.31,0.32,0.85,0.84,0.85,0.85,0.85,0.89,0.87,0.89,0.88,0.88,0.67,0.66,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.96,0.94,0.96,0.96,0.95,0.97,0.95,0.97,0.97,0.96,0.45,0.44,0.45,0.44,0.44,0.44,0.43,0.44,0.43,0.44,0.13,0.80,5.20,8.00,7.00,5.00,0.63,N
1209,20932,2016-09-09_9.jpeg,2017-05-04_8.jpeg,1.81,2.40,1.43,2.36,2.00,2.25,3.09,1.86,3.02,2.56,0.46,0.52,0.42,0.52,0.48,0.52,0.61,0.49,0.59,0.55,0.85,0.84,0.86,0.84,0.85,0.84,0.83,0.84,0.83,0.84,0.62,0.62,0.62,0.61,0.62,0.61,0.60,0.61,0.60,0.61,0.96,0.95,0.97,0.95,0.96,0.96,0.95,0.97,0.95,0.96,0.38,0.38,0.39,0.38,0.38,0.37,0.36,0.37,0.36,0.37,0.15,0.76,4.86,7.00,8.00,4.00,0.50,N
1210,20932,2017-05-04_8.jpeg,2017-08-17_7.jpeg,2.25,3.09,1.86,3.02,2.56,1.85,2.38,1.41,2.57,2.05,0.52,0.61,0.49,0.59,0.55,0.41,0.47,0.37,0.48,0.43,0.84,0.83,0.84,0.83,0.84,0.88,0.86,0.88,0.87,0.87,0.61,0.60,0.61,0.60,0.61,0.61,0.61,0.61,0.61,0.61,0.96,0.95,0.97,0.95,0.96,0.97,0.96,0.98,0.96,0.97,0.37,0.36,0.37,0.36,0.37,0.38,0.37,0.38,0.37,0.37,0.20,0.67,4.47,8.00,6.00,3.00,0.38,N
1211,20932,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.85,2.38,1.41,2.57,2.05,1.74,2.21,1.38,2.36,1.92,0.41,0.47,0.37,0.48,0.43,0.44,0.50,0.40,0.50,0.46,0.88,0.86,0.88,0.87,0.87,0.86,0.85,0.87,0.85,0.86,0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.63,0.62,0.62,0.97,0.96,0.98,0.96,0.97,0.96,0.95,0.97,0.95,0.96,0.38,0.37,0.38,0.37,0.37,0.39,0.39,0.39,0.38,0.39,0.18,0.70,4.68,6.00,12.00,4.00,0.33,N
1212,20932,2018-03-13_6.jpeg,2018-07-04_5.jpeg,1.74,2.21,1.38,2.36,1.92,0.88,1.08,0.71,1.28,0.98,0.44,0.50,0.40,0.50,0.46,0.30,0.34,0.27,0.35,0.31,0.86,0.85,0.87,0.85,0.86,0.89,0.88,0.90,0.88,0.89,0.62,0.62,0.63,0.62,0.62,0.61,0.61,0.61,0.60,0.61,0.96,0.95,0.97,0.95,0.96,0.97,0.96,0.98,0.96,0.97,0.39,0.39,0.39,0.38,0.39,0.37,0.37,0.37,0.36,0.37,0.14,0.73,4.87,12.00,9.00,9.00,0.75,N
1213,20932,2018-07-04_5.jpeg,2019-04-20_4.jpeg,0.88,1.08,0.71,1.28,0.98,1.84,2.24,1.42,2.43,1.98,0.30,0.34,0.27,0.35,0.31,0.51,0.55,0.45,0.56,0.52,0.89,0.88,0.90,0.88,0.89,0.83,0.82,0.84,0.83,0.83,0.61,0.61,0.61,0.60,0.61,0.60,0.60,0.61,0.60,0.60,0.97,0.96,0.98,0.96,0.97,0.97,0.96,0.97,0.96,0.96,0.37,0.37,0.37,0.36,0.37,0.37,0.36,0.37,0.36,0.36,0.18,0.68,4.62,9.00,8.00,7.00,0.78,Y
1214,20932,2019-04-20_4.jpeg,2019-08-26_3.jpeg,1.84,2.24,1.42,2.43,1.98,1.56,1.97,1.17,2.21,1.73,0.51,0.55,0.45,0.56,0.52,0.38,0.44,0.34,0.43,0.40,0.83,0.82,0.84,0.83,0.83,0.88,0.87,0.89,0.88,0.88,0.60,0.60,0.61,0.60,0.60,0.61,0.60,0.61,0.60,0.60,0.97,0.96,0.97,0.96,0.96,0.97,0.96,0.98,0.96,0.97,0.37,0.36,0.37,0.36,0.36,0.37,0.36,0.37,0.36,0.37,0.14,0.73,4.84,8.00,7.00,5.00,0.63,N
1215,20932,2019-08-26_3.jpeg,2020-04-06_2.jpeg,1.56,1.97,1.17,2.21,1.73,1.90,2.62,1.45,2.53,2.13,0.38,0.44,0.34,0.43,0.40,0.49,0.60,0.46,0.58,0.53,0.88,0.87,0.89,0.88,0.88,0.85,0.82,0.84,0.82,0.83,0.61,0.60,0.61,0.60,0.60,0.61,0.61,0.62,0.61,0.61,0.97,0.96,0.98,0.96,0.97,0.97,0.95,0.97,0.95,0.96,0.37,0.36,0.37,0.36,0.37,0.38,0.37,0.38,0.37,0.38,0.15,0.88,5.76,0.00,4.00,0.00,1.00,N
1221,20933,2018-07-04_5.jpeg,2019-03-25_4.jpeg,0.78,1.45,0.89,1.14,1.07,1.63,2.53,1.34,2.23,1.93,0.28,0.38,0.28,0.34,0.32,0.37,0.47,0.33,0.44,0.40,0.90,0.88,0.90,0.89,0.89,0.89,0.88,0.90,0.88,0.89,0.69,0.68,0.69,0.68,0.68,0.69,0.68,0.69,0.68,0.69,0.97,0.95,0.97,0.96,0.96,0.96,0.94,0.97,0.95,0.96,0.47,0.46,0.47,0.46,0.47,0.47,0.46,0.47,0.47,0.47,0.17,0.55,3.98,3.00,4.00,2.00,0.50,Y
1222,20933,2019-03-25_4.jpeg,2019-08-26_3.jpeg,1.63,2.53,1.34,2.23,1.93,1.08,1.81,0.99,1.46,1.33,0.37,0.47,0.33,0.44,0.40,0.28,0.37,0.26,0.33,0.31,0.89,0.88,0.90,0.88,0.89,0.91,0.90,0.92,0.90,0.91,0.69,0.68,0.69,0.68,0.69,0.69,0.68,0.69,0.68,0.69,0.96,0.94,0.97,0.95,0.96,0.97,0.95,0.97,0.96,0.96,0.47,0.46,0.47,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.20,0.42,2.96,4.00,1.00,1.00,0.25,N
1223,20933,2019-08-26_3.jpeg,2020-04-06_2.jpeg,1.08,1.81,0.99,1.46,1.33,1.11,1.64,0.97,1.52,1.31,0.28,0.37,0.26,0.33,0.31,0.34,0.42,0.32,0.41,0.37,0.91,0.90,0.92,0.90,0.91,0.88,0.87,0.89,0.87,0.88,0.69,0.68,0.69,0.68,0.69,0.69,0.68,0.69,0.68,0.69,0.97,0.95,0.97,0.96,0.96,0.95,0.93,0.96,0.94,0.95,0.47,0.46,0.47,0.47,0.47,0.48,0.47,0.47,0.47,0.47,0.14,0.68,4.50,0.00,1.00,0.00,1.00,N
1224,20933,2020-04-06_2.jpeg,2020-09-02_1.jpeg,1.11,1.64,0.97,1.52,1.31,0.91,1.42,0.79,1.16,1.07,0.34,0.42,0.32,0.41,0.37,0.29,0.37,0.28,0.33,0.32,0.88,0.87,0.89,0.87,0.88,0.90,0.89,0.90,0.89,0.89,0.69,0.68,0.69,0.68,0.69,0.69,0.68,0.69,0.69,0.69,0.95,0.93,0.96,0.94,0.95,0.96,0.93,0.96,0.95,0.95,0.48,0.47,0.47,0.47,0.47,0.48,0.47,0.48,0.47,0.47,0.10,0.88,6.04,1.00,0.00,0.00,1.00,N
1225,20934,2016-09-09_9.jpeg,2017-05-04_8.jpeg,1.76,2.90,1.60,2.19,2.11,2.53,3.93,2.39,3.58,3.11,0.57,0.74,0.55,0.64,0.63,0.71,0.89,0.71,0.87,0.80,0.81,0.78,0.81,0.79,0.80,0.77,0.75,0.77,0.75,0.76,0.58,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.56,0.56,0.94,0.90,0.94,0.92,0.93,0.95,0.92,0.95,0.93,0.94,0.33,0.32,0.34,0.33,0.33,0.32,0.31,0.32,0.31,0.32,0.12,0.75,5.01,0.00,2.00,0.00,1.00,N
1226,20934,2017-05-04_8.jpeg,2017-08-17_7.jpeg,2.53,3.93,2.39,3.58,3.11,1.42,2.01,1.25,2.04,1.68,0.71,0.89,0.71,0.87,0.80,0.50,0.60,0.47,0.61,0.55,0.77,0.75,0.77,0.75,0.76,0.82,0.80,0.83,0.80,0.81,0.57,0.56,0.57,0.56,0.56,0.57,0.56,0.57,0.57,0.57,0.95,0.92,0.95,0.93,0.94,0.94,0.92,0.95,0.92,0.93,0.32,0.31,0.32,0.31,0.32,0.33,0.32,0.33,0.32,0.32,0.19,0.62,3.76,2.00,2.00,1.00,0.50,N
1227,20934,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.42,2.01,1.25,2.04,1.68,1.51,2.32,1.28,2.03,1.78,0.50,0.60,0.47,0.61,0.55,0.55,0.68,0.50,0.65,0.60,0.82,0.80,0.83,0.80,0.81,0.80,0.78,0.81,0.78,0.79,0.57,0.56,0.57,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.94,0.92,0.95,0.92,0.93,0.95,0.92,0.96,0.93,0.94,0.33,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.20,0.64,4.29,2.00,1.00,1.00,0.50,Y
1228,20934,2018-03-13_6.jpeg,2018-07-08_5.jpeg,1.51,2.32,1.28,2.03,1.78,1.39,2.12,1.24,2.01,1.69,0.55,0.68,0.50,0.65,0.60,0.49,0.61,0.46,0.60,0.54,0.80,0.78,0.81,0.78,0.79,0.83,0.80,0.83,0.80,0.82,0.57,0.56,0.57,0.56,0.57,0.57,0.56,0.57,0.56,0.57,0.95,0.92,0.96,0.93,0.94,0.96,0.94,0.96,0.94,0.95,0.32,0.31,0.33,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.17,0.40,2.66,1.00,2.00,1.00,0.50,N
1229,20934,2018-07-08_5.jpeg,2019-03-25_4.jpeg,1.39,2.12,1.24,2.01,1.69,1.77,2.76,1.68,2.54,2.19,0.49,0.61,0.46,0.60,0.54,0.57,0.73,0.57,0.70,0.64,0.83,0.80,0.83,0.80,0.82,0.80,0.77,0.80,0.78,0.79,0.57,0.56,0.57,0.56,0.57,0.57,0.56,0.57,0.56,0.56,0.96,0.94,0.96,0.94,0.95,0.96,0.93,0.96,0.94,0.95,0.32,0.31,0.33,0.32,0.32,0.32,0.31,0.32,0.32,0.32,0.17,0.53,3.25,2.00,1.00,1.00,0.50,N
1230,20934,2019-03-25_4.jpeg,2019-08-25_3.jpeg,1.77,2.76,1.68,2.54,2.19,1.45,2.21,1.17,1.98,1.70,0.57,0.73,0.57,0.70,0.64,0.44,0.55,0.40,0.52,0.47,0.80,0.77,0.80,0.78,0.79,0.85,0.83,0.85,0.83,0.84,0.57,0.56,0.57,0.56,0.56,0.57,0.56,0.57,0.57,0.57,0.96,0.93,0.96,0.94,0.95,0.97,0.96,0.98,0.96,0.97,0.32,0.31,0.32,0.32,0.32,0.32,0.32,0.33,0.32,0.32,0.15,0.57,3.80,1.00,1.00,1.00,1.00,N
1231,20934,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.45,2.21,1.17,1.98,1.70,1.95,2.96,1.86,2.92,2.43,0.44,0.55,0.40,0.52,0.47,0.57,0.72,0.56,0.69,0.63,0.85,0.83,0.85,0.83,0.84,0.81,0.79,0.81,0.80,0.80,0.57,0.56,0.57,0.57,0.57,0.57,0.56,0.57,0.56,0.57,0.97,0.96,0.98,0.96,0.97,0.96,0.94,0.96,0.94,0.95,0.32,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.16,0.74,4.88,1.00,3.00,1.00,0.33,N
1232,20934,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.95,2.96,1.86,2.92,2.43,1.51,2.32,1.16,1.87,1.71,0.57,0.72,0.56,0.69,0.63,0.46,0.59,0.43,0.54,0.51,0.81,0.79,0.81,0.80,0.80,0.84,0.82,0.84,0.82,0.83,0.57,0.56,0.57,0.56,0.57,0.57,0.56,0.57,0.56,0.57,0.96,0.94,0.96,0.94,0.95,0.95,0.93,0.96,0.94,0.95,0.32,0.31,0.33,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.19,0.52,3.63,5.00,6.00,3.00,0.50,Y
1233,20935,2016-09-09_10.jpeg,2017-05-04_9.jpeg,2.77,4.39,2.60,5.00,3.69,3.70,5.99,3.25,6.08,4.75,0.72,0.94,0.66,1.00,0.83,0.79,1.03,0.69,1.06,0.89,0.77,0.74,0.79,0.73,0.76,0.77,0.74,0.80,0.74,0.76,0.36,0.35,0.37,0.35,0.36,0.38,0.37,0.39,0.37,0.38,0.96,0.93,0.96,0.92,0.94,0.95,0.92,0.95,0.91,0.93,0.13,0.12,0.14,0.12,0.13,0.14,0.14,0.16,0.14,0.14,0.10,0.91,6.12,6.00,7.00,6.00,0.86,N
1234,20935,2017-05-04_9.jpeg,2017-08-17_8.jpeg,3.70,5.99,3.25,6.08,4.75,3.37,5.42,2.75,5.41,4.24,0.79,1.03,0.69,1.06,0.89,0.76,1.00,0.64,1.00,0.85,0.77,0.74,0.80,0.74,0.76,0.78,0.74,0.80,0.74,0.76,0.38,0.37,0.39,0.37,0.38,0.37,0.36,0.38,0.36,0.37,0.95,0.92,0.95,0.91,0.93,0.95,0.92,0.96,0.92,0.94,0.14,0.14,0.16,0.14,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.88,5.70,7.00,6.00,5.00,0.71,N
1235,20935,2017-08-17_8.jpeg,2018-03-13_7.jpeg,3.37,5.42,2.75,5.41,4.24,3.22,4.62,2.49,5.35,3.92,0.76,1.00,0.64,1.00,0.85,0.76,0.92,0.62,1.02,0.83,0.78,0.74,0.80,0.74,0.76,0.77,0.75,0.80,0.73,0.76,0.37,0.36,0.38,0.36,0.37,0.36,0.35,0.38,0.35,0.36,0.95,0.92,0.96,0.92,0.94,0.95,0.93,0.96,0.91,0.94,0.13,0.13,0.15,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.12,0.93,6.16,6.00,5.00,5.00,0.83,N
1236,20935,2018-03-13_7.jpeg,2018-07-04_6.jpeg,3.22,4.62,2.49,5.35,3.92,2.79,3.82,1.40,3.67,2.92,0.76,0.92,0.62,1.02,0.83,0.65,0.80,0.45,0.80,0.67,0.77,0.75,0.80,0.73,0.76,0.80,0.77,0.84,0.77,0.79,0.36,0.35,0.38,0.35,0.36,0.38,0.37,0.41,0.37,0.38,0.95,0.93,0.96,0.91,0.94,0.94,0.92,0.97,0.93,0.94,0.13,0.12,0.14,0.12,0.13,0.15,0.14,0.16,0.14,0.15,0.23,0.91,6.04,5.00,4.00,3.00,0.60,Y
1237,20935,2018-07-04_6.jpeg,2019-03-25_5.jpeg,2.79,3.82,1.40,3.67,2.92,4.73,6.55,2.26,6.31,4.96,0.65,0.80,0.45,0.80,0.67,0.74,0.97,0.50,0.92,0.78,0.80,0.77,0.84,0.77,0.79,0.82,0.78,0.84,0.80,0.81,0.38,0.37,0.41,0.37,0.38,0.45,0.43,0.46,0.44,0.44,0.94,0.92,0.97,0.93,0.94,0.94,0.92,0.97,0.93,0.94,0.15,0.14,0.16,0.14,0.15,0.20,0.19,0.21,0.19,0.20,0.21,0.78,5.06,4.00,5.00,3.00,0.60,N
1238,20935,2019-03-25_5.jpeg,2019-05-05_4.jpeg,4.73,6.55,2.26,6.31,4.96,3.22,5.20,2.51,5.09,4.00,0.74,0.97,0.50,0.92,0.78,0.65,0.90,0.57,0.89,0.75,0.82,0.78,0.84,0.80,0.81,0.81,0.77,0.83,0.78,0.80,0.45,0.43,0.46,0.44,0.44,0.38,0.37,0.40,0.37,0.38,0.94,0.92,0.97,0.93,0.94,0.95,0.92,0.96,0.93,0.94,0.20,0.19,0.21,0.19,0.20,0.15,0.14,0.16,0.14,0.14,0.13,0.76,4.99,5.00,5.00,5.00,1.00,N
1239,20935,2019-05-05_4.jpeg,2019-08-26_3.jpeg,3.22,5.20,2.51,5.09,4.00,3.20,4.49,1.68,4.35,3.43,0.65,0.90,0.57,0.89,0.75,0.66,0.84,0.47,0.83,0.70,0.81,0.77,0.83,0.78,0.80,0.80,0.77,0.83,0.77,0.79,0.38,0.37,0.40,0.37,0.38,0.41,0.40,0.43,0.40,0.41,0.95,0.92,0.96,0.93,0.94,0.95,0.94,0.98,0.94,0.95,0.15,0.14,0.16,0.14,0.14,0.17,0.16,0.18,0.16,0.17,0.13,0.63,4.12,5.00,5.00,5.00,1.00,N
1248,20936,2019-08-25_3.jpeg,2020-03-31_2.jpeg,0.76,1.03,0.61,1.07,0.87,0.55,0.79,0.50,0.78,0.66,0.32,0.37,0.29,0.39,0.34,0.30,0.36,0.28,0.38,0.33,0.87,0.86,0.88,0.86,0.87,0.87,0.86,0.88,0.84,0.86,0.53,0.52,0.53,0.52,0.53,0.53,0.52,0.53,0.52,0.52,0.97,0.96,0.98,0.96,0.97,0.96,0.94,0.96,0.94,0.95,0.28,0.27,0.28,0.27,0.28,0.28,0.27,0.28,0.27,0.27,0.13,0.68,4.63,5.00,5.00,5.00,1.00,N
1249,20936,2020-03-31_2.jpeg,2020-08-31_1.jpeg,0.55,0.79,0.50,0.78,0.66,0.75,1.09,0.68,1.12,0.91,0.30,0.36,0.28,0.38,0.33,0.33,0.38,0.31,0.42,0.36,0.87,0.86,0.88,0.84,0.86,0.87,0.86,0.88,0.84,0.86,0.53,0.52,0.53,0.52,0.52,0.52,0.52,0.53,0.51,0.52,0.96,0.94,0.96,0.94,0.95,0.97,0.95,0.97,0.95,0.96,0.28,0.27,0.28,0.27,0.27,0.27,0.27,0.28,0.26,0.27,0.11,0.83,5.74,5.00,4.00,4.00,0.80,N
1250,20937,2016-09-09_9.jpeg,2017-05-04_8.jpeg,2.45,3.60,2.42,3.72,3.05,2.80,5.08,4.21,5.09,4.30,0.66,0.81,0.66,0.82,0.74,0.77,1.08,0.98,1.07,0.98,0.79,0.77,0.79,0.77,0.78,0.76,0.73,0.74,0.73,0.74,0.59,0.59,0.60,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.95,0.93,0.95,0.93,0.94,0.94,0.89,0.90,0.89,0.90,0.35,0.35,0.36,0.35,0.35,0.35,0.34,0.35,0.34,0.35,0.16,0.75,5.10,4.00,6.00,4.00,0.67,N
1251,20937,2017-05-04_8.jpeg,2017-08-17_7.jpeg,2.80,5.08,4.21,5.09,4.30,1.82,3.09,2.33,3.30,2.64,0.77,1.08,0.98,1.07,0.98,0.55,0.74,0.65,0.75,0.67,0.76,0.73,0.74,0.73,0.74,0.82,0.79,0.80,0.79,0.80,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.94,0.89,0.90,0.89,0.90,0.96,0.93,0.95,0.93,0.94,0.35,0.34,0.35,0.34,0.35,0.35,0.35,0.35,0.34,0.35,0.14,0.86,5.73,6.00,5.00,5.00,0.83,N
1252,20937,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.82,3.09,2.33,3.30,2.64,2.05,3.06,2.03,3.03,2.54,0.55,0.74,0.65,0.75,0.67,0.56,0.69,0.57,0.68,0.63,0.82,0.79,0.80,0.79,0.80,0.82,0.80,0.81,0.80,0.81,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.60,0.59,0.59,0.96,0.93,0.95,0.93,0.94,0.96,0.94,0.96,0.95,0.95,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.36,0.35,0.35,0.22,0.65,4.45,5.00,2.00,1.00,0.20,Y
1253,20937,2018-03-13_6.jpeg,2018-07-08_5.jpeg,2.05,3.06,2.03,3.03,2.54,0.85,1.22,0.78,1.18,1.01,0.56,0.69,0.57,0.68,0.63,0.38,0.47,0.37,0.46,0.42,0.82,0.80,0.81,0.80,0.81,0.85,0.83,0.85,0.83,0.84,0.59,0.59,0.60,0.59,0.59,0.60,0.59,0.60,0.59,0.59,0.96,0.94,0.96,0.95,0.95,0.93,0.90,0.94,0.90,0.92,0.35,0.35,0.36,0.35,0.35,0.36,0.35,0.36,0.35,0.35,0.12,0.88,6.04,2.00,1.00,1.00,0.50,N
1254,20937,2018-07-08_5.jpeg,2019-04-20_4.jpeg,0.85,1.22,0.78,1.18,1.01,1.66,2.28,1.60,2.44,2.00,0.38,0.47,0.37,0.46,0.42,0.47,0.55,0.47,0.56,0.51,0.85,0.83,0.85,0.83,0.84,0.84,0.83,0.84,0.83,0.83,0.60,0.59,0.60,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.93,0.90,0.94,0.90,0.92,0.97,0.96,0.97,0.96,0.97,0.36,0.35,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.15,0.87,5.88,1.00,1.00,1.00,1.00,N
1255,20937,2019-04-20_4.jpeg,2019-08-25_3.jpeg,1.66,2.28,1.60,2.44,2.00,1.66,2.25,1.39,2.32,1.91,0.47,0.55,0.47,0.56,0.51,0.45,0.53,0.41,0.52,0.48,0.84,0.83,0.84,0.83,0.83,0.85,0.84,0.86,0.85,0.85,0.59,0.59,0.59,0.59,0.59,0.60,0.59,0.60,0.59,0.60,0.97,0.96,0.97,0.96,0.97,0.97,0.96,0.97,0.96,0.97,0.35,0.35,0.35,0.34,0.35,0.36,0.35,0.36,0.35,0.35,0.13,0.82,5.60,1.00,2.00,1.00,0.50,N
1256,20937,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.66,2.25,1.39,2.32,1.91,1.89,2.67,1.69,2.58,2.21,0.45,0.53,0.41,0.52,0.48,0.46,0.53,0.43,0.52,0.49,0.85,0.84,0.86,0.85,0.85,0.86,0.85,0.86,0.85,0.85,0.60,0.59,0.60,0.59,0.60,0.59,0.59,0.60,0.59,0.59,0.97,0.96,0.97,0.96,0.97,0.97,0.96,0.98,0.96,0.97,0.36,0.35,0.36,0.35,0.35,0.35,0.35,0.36,0.35,0.35,0.13,0.80,5.44,2.00,2.00,2.00,1.00,N
1257,20937,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.89,2.67,1.69,2.58,2.21,1.77,2.44,1.52,2.47,2.05,0.46,0.53,0.43,0.52,0.49,0.51,0.60,0.47,0.60,0.54,0.86,0.85,0.86,0.85,0.85,0.83,0.82,0.84,0.82,0.83,0.59,0.59,0.60,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.97,0.96,0.98,0.96,0.97,0.96,0.95,0.97,0.95,0.96,0.35,0.35,0.36,0.35,0.35,0.35,0.34,0.35,0.34,0.35,0.12,0.81,5.30,1.00,2.00,1.00,0.50,N
1258,20939,2016-09-09_10.jpeg,2017-05-04_9.jpeg,1.02,1.21,1.02,1.62,1.22,0.87,1.17,0.89,1.46,1.10,0.38,0.42,0.38,0.46,0.41,0.31,0.36,0.32,0.40,0.35,0.86,0.85,0.86,0.84,0.85,0.89,0.87,0.88,0.87,0.88,0.65,0.65,0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.65,0.96,0.95,0.96,0.93,0.95,0.97,0.96,0.97,0.94,0.96,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.41,0.42,0.12,0.78,5.25,2.00,1.00,1.00,0.50,N
1259,20939,2017-05-04_9.jpeg,2017-08-17_8.jpeg,0.87,1.17,0.89,1.46,1.10,1.17,1.59,1.22,1.97,1.49,0.31,0.36,0.32,0.40,0.35,0.34,0.39,0.35,0.42,0.37,0.89,0.87,0.88,0.87,0.88,0.89,0.88,0.88,0.88,0.88,0.65,0.65,0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.65,0.97,0.96,0.97,0.94,0.96,0.97,0.96,0.97,0.95,0.97,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.41,0.42,0.14,0.79,5.28,1.00,2.00,1.00,0.50,N
1260,20939,2017-08-17_8.jpeg,2018-03-13_7.jpeg,1.17,1.59,1.22,1.97,1.49,0.69,0.75,0.72,1.13,0.82,0.34,0.39,0.35,0.42,0.37,0.29,0.30,0.28,0.35,0.30,0.89,0.88,0.88,0.88,0.88,0.89,0.88,0.89,0.88,0.89,0.65,0.65,0.65,0.64,0.65,0.66,0.65,0.66,0.65,0.65,0.97,0.96,0.97,0.95,0.97,0.95,0.95,0.95,0.92,0.95,0.42,0.42,0.42,0.41,0.42,0.43,0.43,0.43,0.42,0.43,0.14,0.57,3.51,2.00,1.00,1.00,0.50,N
1261,20939,2018-03-13_7.jpeg,2018-07-08_6.jpeg,0.69,0.75,0.72,1.13,0.82,0.63,0.73,0.68,1.19,0.81,0.29,0.30,0.28,0.35,0.30,0.23,0.25,0.24,0.31,0.26,0.89,0.88,0.89,0.88,0.89,0.91,0.91,0.91,0.90,0.91,0.66,0.65,0.66,0.65,0.65,0.66,0.65,0.66,0.65,0.65,0.95,0.95,0.95,0.92,0.95,0.97,0.97,0.97,0.95,0.97,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.27,0.49,3.26,1.00,1.00,1.00,1.00,Y
1262,20939,2018-07-08_6.jpeg,2019-03-25_5.jpeg,0.63,0.73,0.68,1.19,0.81,2.67,3.38,2.61,3.74,3.10,0.23,0.25,0.24,0.31,0.26,0.75,0.85,0.74,0.88,0.80,0.91,0.91,0.91,0.90,0.91,0.78,0.76,0.78,0.76,0.77,0.66,0.65,0.66,0.65,0.65,0.65,0.64,0.65,0.64,0.64,0.97,0.97,0.97,0.95,0.97,0.92,0.90,0.93,0.89,0.91,0.43,0.43,0.43,0.42,0.43,0.42,0.41,0.42,0.41,0.41,0.21,0.59,4.23,1.00,0.00,0.00,1.00,N
1263,20939,2019-03-25_5.jpeg,2019-04-20_4.jpeg,2.67,3.38,2.61,3.74,3.10,2.47,3.14,2.39,3.34,2.83,0.75,0.85,0.74,0.88,0.80,0.72,0.82,0.70,0.82,0.76,0.78,0.76,0.78,0.76,0.77,0.78,0.76,0.78,0.77,0.77,0.65,0.64,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.92,0.90,0.93,0.89,0.91,0.92,0.90,0.92,0.89,0.91,0.42,0.41,0.42,0.41,0.41,0.41,0.41,0.41,0.40,0.41,0.17,0.62,4.59,0.00,0.00,0.00,-1.00,N
1264,20939,2019-04-20_4.jpeg,2019-08-25_3.jpeg,2.47,3.14,2.39,3.34,2.83,1.08,1.36,1.12,1.88,1.36,0.72,0.82,0.70,0.82,0.76,0.38,0.45,0.39,0.48,0.42,0.78,0.76,0.78,0.77,0.77,0.86,0.84,0.86,0.84,0.85,0.64,0.64,0.64,0.64,0.64,0.65,0.64,0.65,0.64,0.64,0.92,0.90,0.92,0.89,0.91,0.97,0.96,0.97,0.95,0.96,0.41,0.41,0.41,0.40,0.41,0.42,0.42,0.42,0.41,0.42,0.18,0.56,3.90,0.00,0.00,0.00,-1.00,N
