,Property,Image1,Image2,contrast11,contrast12,contrast13,contrast14,contrast_avg1,contrast21,contrast22,contrast23,contrast24,contrast_avg2,dissimilarity11,dissimilarity12,dissimilarity13,dissimilarity14,dissimilarity_avg1,dissimilarity21,dissimilarity22,dissimilarity23,dissimilarity24,dissimilarity_avg2,homogeneity11,homogeneity12,homogeneity13,homogeneity14,homogeneity_avg1,homogeneity21,homogeneity22,homogeneity23,homogeneity24,homogeneity_avg_2,energy_feature11,energy_feature12,energy_feature13,energy_feature14,energy_feature_avg1,energy_feature21,energy_feature22,energy_feature23,energy_feature24,energy_feature_avg2,correlation_feature11,correlation_feature12,correlation_feature13,correlation_feature14,correlation_feature_avg1,correlation_feature21,correlation_feature22,correlation_feature23,correlation_feature24,correlation_feature_avg2,asm_feature11,asm_feature12,asm_feature13,asm_feature14,asm_feature_avg1,asm_feature21,asm_feature22,asm_feature23,asm_feature24,asm_feature_avg2,ALEX_net,Cosine similarity,td_b7,vents_count_1,vents_count_2,common_vents_count,similarity_ratio,label
4771,20768,2018-03-13_6.jpeg,2018-07-08_5.jpeg,0.80,1.30,0.87,1.15,1.03,0.73,1.08,0.71,0.98,0.88,0.38,0.47,0.38,0.45,0.42,0.28,0.33,0.27,0.30,0.30,0.85,0.82,0.85,0.83,0.84,0.89,0.88,0.90,0.89,0.89,0.55,0.55,0.55,0.55,0.55,0.56,0.55,0.56,0.56,0.56,0.97,0.95,0.97,0.95,0.96,0.97,0.96,0.97,0.96,0.97,0.31,0.30,0.31,0.30,0.30,0.32,0.31,0.32,0.31,0.31,0.19,0.64,4.45,4.00,4.00,1.00,0.25,Y
4772,20768,2018-07-08_5.jpeg,2019-04-20_4.jpeg,0.73,1.08,0.71,0.98,0.88,1.09,1.72,1.12,1.38,1.33,0.28,0.33,0.27,0.30,0.30,0.39,0.49,0.40,0.42,0.42,0.89,0.88,0.90,0.89,0.89,0.85,0.83,0.85,0.85,0.85,0.56,0.55,0.56,0.56,0.56,0.56,0.55,0.56,0.55,0.55,0.97,0.96,0.97,0.96,0.97,0.97,0.95,0.97,0.96,0.96,0.32,0.31,0.32,0.31,0.31,0.31,0.30,0.31,0.31,0.31,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4773,20768,2019-04-20_4.jpeg,2019-08-25_3.jpeg,1.09,1.72,1.12,1.38,1.33,0.67,1.27,0.74,0.83,0.87,0.39,0.49,0.40,0.42,0.42,0.26,0.35,0.27,0.29,0.29,0.85,0.83,0.85,0.85,0.85,0.90,0.88,0.90,0.89,0.89,0.56,0.55,0.56,0.55,0.55,0.56,0.56,0.56,0.56,0.56,0.97,0.95,0.97,0.96,0.96,0.98,0.96,0.98,0.98,0.98,0.31,0.30,0.31,0.31,0.31,0.32,0.31,0.32,0.31,0.31,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4774,20768,2019-08-25_3.jpeg,2020-03-31_2.jpeg,0.67,1.27,0.74,0.83,0.87,0.64,1.20,0.73,0.74,0.82,0.26,0.35,0.27,0.29,0.29,0.29,0.38,0.30,0.31,0.32,0.90,0.88,0.90,0.89,0.89,0.89,0.87,0.88,0.88,0.88,0.56,0.56,0.56,0.56,0.56,0.57,0.56,0.57,0.57,0.57,0.98,0.96,0.98,0.98,0.98,0.97,0.95,0.97,0.97,0.96,0.32,0.31,0.32,0.31,0.31,0.33,0.32,0.33,0.32,0.32,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4775,20768,2020-03-31_2.jpeg,2020-08-31_1.jpeg,0.64,1.20,0.73,0.74,0.82,0.58,1.15,0.75,0.75,0.81,0.29,0.38,0.30,0.31,0.32,0.31,0.42,0.35,0.37,0.36,0.89,0.87,0.88,0.88,0.88,0.87,0.84,0.86,0.85,0.85,0.57,0.56,0.57,0.57,0.57,0.56,0.55,0.56,0.55,0.55,0.97,0.95,0.97,0.97,0.96,0.98,0.95,0.97,0.97,0.97,0.33,0.32,0.33,0.32,0.32,0.31,0.30,0.31,0.30,0.31,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4776,20769,2016-08-31_10.jpeg,2016-09-09_9.jpeg,1.62,2.48,1.69,2.36,2.04,1.54,2.35,1.63,2.31,1.96,0.52,0.64,0.54,0.64,0.59,0.49,0.61,0.52,0.61,0.56,0.82,0.79,0.81,0.79,0.80,0.83,0.81,0.82,0.81,0.82,0.56,0.55,0.56,0.55,0.55,0.56,0.55,0.56,0.55,0.56,0.97,0.95,0.97,0.95,0.96,0.96,0.95,0.96,0.95,0.95,0.31,0.30,0.31,0.30,0.30,0.31,0.30,0.31,0.30,0.31,0.14,0.76,5.24,4.00,4.00,3.00,0.75,N
4777,20769,2016-09-09_9.jpeg,2017-05-04_8.jpeg,1.54,2.35,1.63,2.31,1.96,1.77,2.54,1.83,2.80,2.24,0.49,0.61,0.52,0.61,0.56,0.52,0.63,0.55,0.65,0.59,0.83,0.81,0.82,0.81,0.82,0.82,0.80,0.82,0.80,0.81,0.56,0.55,0.56,0.55,0.56,0.55,0.54,0.55,0.54,0.55,0.96,0.95,0.96,0.95,0.95,0.96,0.95,0.96,0.94,0.95,0.31,0.30,0.31,0.30,0.31,0.30,0.30,0.30,0.29,0.30,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4778,20769,2017-05-04_8.jpeg,2017-08-17_7.jpeg,1.77,2.54,1.83,2.80,2.24,1.10,1.55,1.19,1.72,1.39,0.52,0.63,0.55,0.65,0.59,0.44,0.52,0.47,0.56,0.50,0.82,0.80,0.82,0.80,0.81,0.83,0.81,0.82,0.81,0.82,0.55,0.54,0.55,0.54,0.55,0.56,0.55,0.56,0.55,0.56,0.96,0.95,0.96,0.94,0.95,0.95,0.93,0.94,0.92,0.93,0.30,0.30,0.30,0.29,0.30,0.31,0.31,0.31,0.31,0.31,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4779,20769,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.10,1.55,1.19,1.72,1.39,1.08,1.51,1.09,1.84,1.38,0.44,0.52,0.47,0.56,0.50,0.38,0.44,0.37,0.49,0.42,0.83,0.81,0.82,0.81,0.82,0.86,0.85,0.86,0.84,0.85,0.56,0.55,0.56,0.55,0.56,0.56,0.55,0.56,0.55,0.56,0.95,0.93,0.94,0.92,0.93,0.95,0.93,0.95,0.91,0.93,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.31,0.30,0.31,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4780,20769,2018-03-13_6.jpeg,2018-07-08_5.jpeg,1.08,1.51,1.09,1.84,1.38,0.58,0.77,0.58,0.88,0.70,0.38,0.44,0.37,0.49,0.42,0.26,0.31,0.27,0.33,0.29,0.86,0.85,0.86,0.84,0.85,0.90,0.89,0.89,0.88,0.89,0.56,0.55,0.56,0.55,0.56,0.57,0.56,0.57,0.56,0.57,0.95,0.93,0.95,0.91,0.93,0.96,0.95,0.96,0.94,0.95,0.31,0.30,0.31,0.30,0.31,0.33,0.32,0.33,0.32,0.32,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4781,20769,2018-07-08_5.jpeg,2019-04-20_4.jpeg,0.58,0.77,0.58,0.88,0.70,0.98,1.24,1.04,1.51,1.19,0.26,0.31,0.27,0.33,0.29,0.44,0.49,0.44,0.53,0.47,0.90,0.89,0.89,0.88,0.89,0.83,0.82,0.83,0.81,0.82,0.57,0.56,0.57,0.56,0.57,0.55,0.55,0.55,0.55,0.55,0.96,0.95,0.96,0.94,0.95,0.93,0.91,0.93,0.90,0.92,0.33,0.32,0.33,0.32,0.32,0.31,0.30,0.31,0.30,0.30,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4782,20769,2019-04-20_4.jpeg,2019-08-25_3.jpeg,0.98,1.24,1.04,1.51,1.19,1.17,1.62,1.16,1.83,1.45,0.44,0.49,0.44,0.53,0.47,0.38,0.44,0.38,0.47,0.42,0.83,0.82,0.83,0.81,0.82,0.87,0.86,0.87,0.85,0.86,0.55,0.55,0.55,0.55,0.55,0.56,0.55,0.56,0.55,0.55,0.93,0.91,0.93,0.90,0.92,0.97,0.95,0.97,0.95,0.96,0.31,0.30,0.31,0.30,0.30,0.31,0.30,0.31,0.30,0.31,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4783,20769,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.17,1.62,1.16,1.83,1.45,0.94,1.32,0.97,1.48,1.18,0.38,0.44,0.38,0.47,0.42,0.35,0.42,0.36,0.43,0.39,0.87,0.86,0.87,0.85,0.86,0.87,0.86,0.87,0.85,0.86,0.56,0.55,0.56,0.55,0.55,0.56,0.55,0.56,0.55,0.55,0.97,0.95,0.97,0.95,0.96,0.95,0.93,0.95,0.92,0.94,0.31,0.30,0.31,0.30,0.31,0.31,0.30,0.31,0.30,0.31,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4784,20769,2020-03-31_2.jpeg,2020-08-31_1.jpeg,0.94,1.32,0.97,1.48,1.18,0.99,1.40,1.04,1.58,1.25,0.35,0.42,0.36,0.43,0.39,0.34,0.41,0.35,0.44,0.39,0.87,0.86,0.87,0.85,0.86,0.88,0.86,0.87,0.86,0.87,0.56,0.55,0.56,0.55,0.55,0.56,0.55,0.56,0.55,0.55,0.95,0.93,0.95,0.92,0.94,0.97,0.95,0.96,0.95,0.96,0.31,0.30,0.31,0.30,0.31,0.31,0.30,0.31,0.30,0.30,0.22,0.91,5.43,8.00,8.00,6.00,0.75,Y
4785,20770,2016-09-09_10.jpeg,2017-05-04_9.jpeg,2.61,3.47,3.21,5.32,3.65,2.30,3.90,2.70,3.80,3.18,0.70,0.81,0.78,1.00,0.82,0.60,0.78,0.66,0.78,0.71,0.78,0.76,0.77,0.75,0.77,0.81,0.78,0.80,0.78,0.79,0.50,0.49,0.50,0.49,0.50,0.51,0.50,0.51,0.50,0.50,0.95,0.93,0.94,0.90,0.93,0.96,0.94,0.96,0.94,0.95,0.25,0.24,0.25,0.24,0.25,0.26,0.25,0.26,0.25,0.25,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4786,20770,2017-05-04_9.jpeg,2017-08-17_8.jpeg,2.30,3.90,2.70,3.80,3.18,2.49,4.14,3.78,5.58,4.00,0.60,0.78,0.66,0.78,0.71,0.69,0.89,0.86,1.06,0.88,0.81,0.78,0.80,0.78,0.79,0.78,0.76,0.76,0.74,0.76,0.51,0.50,0.51,0.50,0.50,0.49,0.48,0.49,0.48,0.49,0.96,0.94,0.96,0.94,0.95,0.94,0.91,0.92,0.88,0.91,0.26,0.25,0.26,0.25,0.25,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4787,20770,2017-08-17_8.jpeg,2018-03-13_7.jpeg,2.49,4.14,3.78,5.58,4.00,1.94,2.52,1.81,3.12,2.35,0.69,0.89,0.86,1.06,0.88,0.61,0.67,0.58,0.77,0.66,0.78,0.76,0.76,0.74,0.76,0.79,0.78,0.80,0.77,0.78,0.49,0.48,0.49,0.48,0.49,0.50,0.50,0.50,0.50,0.50,0.94,0.91,0.92,0.88,0.91,0.96,0.95,0.96,0.94,0.95,0.24,0.23,0.24,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
4788,20770,2018-03-13_7.jpeg,2018-07-08_6.jpeg,1.94,2.52,1.81,3.12,2.35,1.34,2.19,1.66,2.26,1.86,0.61,0.67,0.58,0.77,0.66,0.49,0.61,0.54,0.65,0.58,0.79,0.78,0.80,0.77,0.78,0.82,0.80,0.81,0.79,0.81,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.49,0.49,0.96,0.95,0.96,0.94,0.95,0.97,0.95,0.96,0.95,0.96,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.20,0.59,3.24,8.00,8.00,8.00,1.00,N
4789,20770,2018-07-08_6.jpeg,2019-03-25_5.jpeg,1.34,2.19,1.66,2.26,1.86,2.65,3.30,2.84,5.05,3.46,0.49,0.61,0.54,0.65,0.58,0.71,0.78,0.73,0.99,0.80,0.82,0.80,0.81,0.79,0.81,0.78,0.77,0.78,0.75,0.77,0.50,0.49,0.50,0.49,0.49,0.52,0.51,0.52,0.51,0.51,0.97,0.95,0.96,0.95,0.96,0.95,0.94,0.94,0.90,0.93,0.25,0.24,0.25,0.24,0.24,0.27,0.26,0.27,0.26,0.26,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4790,20770,2019-03-25_5.jpeg,2019-04-20_4.jpeg,2.65,3.30,2.84,5.05,3.46,2.35,3.16,2.27,3.88,2.92,0.71,0.78,0.73,0.99,0.80,0.59,0.65,0.57,0.75,0.64,0.78,0.77,0.78,0.75,0.77,0.82,0.81,0.82,0.79,0.81,0.52,0.51,0.52,0.51,0.51,0.50,0.50,0.50,0.50,0.50,0.95,0.94,0.94,0.90,0.93,0.97,0.95,0.97,0.94,0.96,0.27,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4791,20770,2019-04-20_4.jpeg,2019-08-25_3.jpeg,2.35,3.16,2.27,3.88,2.92,1.90,2.42,1.69,3.10,2.28,0.59,0.65,0.57,0.75,0.64,0.48,0.53,0.45,0.60,0.52,0.82,0.81,0.82,0.79,0.81,0.85,0.84,0.85,0.83,0.84,0.50,0.50,0.50,0.50,0.50,0.51,0.51,0.51,0.51,0.51,0.97,0.95,0.97,0.94,0.96,0.97,0.96,0.97,0.94,0.96,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4792,20770,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.90,2.42,1.69,3.10,2.28,1.52,1.91,1.53,2.84,1.95,0.48,0.53,0.45,0.60,0.52,0.53,0.59,0.52,0.73,0.59,0.85,0.84,0.85,0.83,0.84,0.81,0.80,0.82,0.78,0.80,0.51,0.51,0.51,0.51,0.51,0.52,0.51,0.52,0.51,0.51,0.97,0.96,0.97,0.94,0.96,0.96,0.95,0.96,0.92,0.95,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4793,20770,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.52,1.91,1.53,2.84,1.95,1.38,2.05,1.77,2.66,1.97,0.53,0.59,0.52,0.73,0.59,0.56,0.68,0.65,0.80,0.67,0.81,0.80,0.82,0.78,0.80,0.79,0.76,0.77,0.74,0.77,0.52,0.51,0.52,0.51,0.51,0.49,0.48,0.49,0.48,0.49,0.96,0.95,0.96,0.92,0.95,0.95,0.92,0.93,0.89,0.92,0.27,0.26,0.27,0.26,0.26,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4794,20772,2016-09-09_9.jpeg,2017-05-04_8.jpeg,2.58,4.11,3.09,5.25,3.76,2.31,3.85,2.87,4.42,3.36,0.65,0.84,0.70,0.93,0.78,0.67,0.89,0.73,0.92,0.80,0.80,0.77,0.80,0.77,0.78,0.78,0.74,0.77,0.74,0.76,0.49,0.48,0.48,0.47,0.48,0.49,0.48,0.49,0.48,0.49,0.97,0.94,0.96,0.93,0.95,0.97,0.94,0.96,0.94,0.95,0.24,0.23,0.23,0.23,0.23,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
4795,20772,2017-05-04_8.jpeg,2017-08-17_7.jpeg,2.31,3.85,2.87,4.42,3.36,1.76,2.84,2.21,3.60,2.60,0.67,0.89,0.73,0.92,0.80,0.56,0.72,0.61,0.80,0.67,0.78,0.74,0.77,0.74,0.76,0.81,0.78,0.80,0.77,0.79,0.49,0.48,0.49,0.48,0.49,0.48,0.47,0.48,0.47,0.47,0.97,0.94,0.96,0.94,0.95,0.97,0.96,0.97,0.95,0.96,0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.23,0.22,0.22,0.20,0.64,3.87,4.00,6.00,3.00,0.50,Y
4796,20772,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.76,2.84,2.21,3.60,2.60,1.58,2.23,1.76,3.25,2.21,0.56,0.72,0.61,0.80,0.67,0.54,0.65,0.56,0.79,0.63,0.81,0.78,0.80,0.77,0.79,0.81,0.78,0.80,0.76,0.79,0.48,0.47,0.48,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.97,0.96,0.97,0.95,0.96,0.97,0.96,0.97,0.94,0.96,0.23,0.22,0.23,0.22,0.22,0.24,0.23,0.23,0.23,0.23,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4797,20772,2018-03-13_6.jpeg,2018-07-04_5.jpeg,1.58,2.23,1.76,3.25,2.21,1.63,2.65,1.49,2.44,2.05,0.54,0.65,0.56,0.79,0.63,0.53,0.67,0.48,0.65,0.58,0.81,0.78,0.80,0.76,0.79,0.81,0.79,0.83,0.79,0.80,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.97,0.96,0.97,0.94,0.96,0.97,0.95,0.97,0.96,0.96,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4798,20772,2018-07-04_5.jpeg,2019-03-25_4.jpeg,1.63,2.65,1.49,2.44,2.05,2.30,3.77,2.45,4.06,3.14,0.53,0.67,0.48,0.65,0.58,0.68,0.87,0.64,0.87,0.77,0.81,0.79,0.83,0.79,0.80,0.78,0.75,0.79,0.75,0.77,0.48,0.47,0.47,0.47,0.47,0.48,0.47,0.48,0.47,0.47,0.97,0.95,0.97,0.96,0.96,0.97,0.95,0.97,0.95,0.96,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4799,20772,2019-03-25_4.jpeg,2019-08-26_3.jpeg,2.30,3.77,2.45,4.06,3.14,0.98,1.94,1.38,2.12,1.61,0.68,0.87,0.64,0.87,0.77,0.33,0.48,0.39,0.50,0.42,0.78,0.75,0.79,0.75,0.77,0.88,0.85,0.87,0.84,0.86,0.48,0.47,0.48,0.47,0.47,0.50,0.49,0.50,0.49,0.49,0.97,0.95,0.97,0.95,0.96,0.99,0.97,0.98,0.97,0.98,0.23,0.22,0.23,0.22,0.22,0.25,0.24,0.25,0.24,0.24,0.14,0.72,4.65,6.00,5.00,5.00,0.83,N
4800,20772,2019-08-26_3.jpeg,2020-04-06_2.jpeg,0.98,1.94,1.38,2.12,1.61,1.21,2.34,1.78,2.79,2.03,0.33,0.48,0.39,0.50,0.42,0.38,0.55,0.47,0.60,0.50,0.88,0.85,0.87,0.84,0.86,0.86,0.83,0.85,0.82,0.84,0.50,0.49,0.50,0.49,0.49,0.51,0.49,0.50,0.49,0.50,0.99,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.25,0.24,0.25,0.24,0.24,0.26,0.24,0.25,0.24,0.25,0.00,1.00,7.00,5.00,5.00,5.00,1.00,N
4801,20772,2020-04-06_2.jpeg,2020-09-02_1.jpeg,1.21,2.34,1.78,2.79,2.03,1.26,2.21,1.58,2.47,1.88,0.38,0.55,0.47,0.60,0.50,0.43,0.58,0.48,0.61,0.52,0.86,0.83,0.85,0.82,0.84,0.84,0.81,0.83,0.80,0.82,0.51,0.49,0.50,0.49,0.50,0.49,0.48,0.49,0.48,0.48,0.98,0.97,0.98,0.96,0.97,0.98,0.96,0.97,0.96,0.97,0.26,0.24,0.25,0.24,0.25,0.24,0.23,0.24,0.23,0.23,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4802,20773,2016-09-09_10.jpeg,2017-05-04_9.jpeg,3.97,5.17,2.68,5.10,4.23,4.79,6.15,3.30,6.07,5.08,1.27,1.45,1.01,1.44,1.29,1.43,1.61,1.14,1.59,1.44,0.56,0.53,0.62,0.53,0.56,0.53,0.50,0.59,0.51,0.53,0.21,0.21,0.23,0.21,0.21,0.22,0.21,0.23,0.21,0.22,0.86,0.82,0.91,0.82,0.85,0.85,0.80,0.90,0.80,0.83,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4803,20773,2017-05-04_9.jpeg,2017-08-17_8.jpeg,4.79,6.15,3.30,6.07,5.08,2.96,3.98,1.89,4.06,3.22,1.43,1.61,1.14,1.59,1.44,0.98,1.12,0.74,1.15,1.00,0.53,0.50,0.59,0.51,0.53,0.65,0.62,0.71,0.62,0.65,0.22,0.21,0.23,0.21,0.22,0.23,0.23,0.25,0.23,0.23,0.85,0.80,0.90,0.80,0.83,0.90,0.86,0.94,0.86,0.89,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4804,20773,2017-08-17_8.jpeg,2018-03-13_7.jpeg,2.96,3.98,1.89,4.06,3.22,1.92,2.82,1.55,2.66,2.24,0.98,1.12,0.74,1.15,1.00,0.81,1.00,0.71,0.96,0.87,0.65,0.62,0.71,0.62,0.65,0.68,0.64,0.71,0.64,0.67,0.23,0.23,0.25,0.23,0.23,0.25,0.24,0.27,0.24,0.25,0.90,0.86,0.94,0.86,0.89,0.89,0.83,0.91,0.84,0.87,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.06,0.06,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4805,20773,2018-03-13_7.jpeg,2018-07-08_6.jpeg,1.92,2.82,1.55,2.66,2.24,2.27,3.12,1.44,3.06,2.47,0.81,1.00,0.71,0.96,0.87,0.84,0.98,0.62,0.97,0.85,0.68,0.64,0.71,0.64,0.67,0.68,0.65,0.75,0.66,0.68,0.25,0.24,0.27,0.24,0.25,0.23,0.23,0.25,0.23,0.23,0.89,0.83,0.91,0.84,0.87,0.91,0.88,0.94,0.88,0.90,0.06,0.06,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4806,20773,2018-07-08_6.jpeg,2019-03-25_5.jpeg,2.27,3.12,1.44,3.06,2.47,4.24,5.41,3.06,5.19,4.48,0.84,0.98,0.62,0.97,0.85,1.39,1.54,1.11,1.50,1.38,0.68,0.65,0.75,0.66,0.68,0.53,0.51,0.60,0.52,0.54,0.23,0.23,0.25,0.23,0.23,0.20,0.19,0.21,0.19,0.20,0.91,0.88,0.94,0.88,0.90,0.83,0.79,0.88,0.79,0.82,0.05,0.05,0.06,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
4807,20773,2019-03-25_5.jpeg,2019-04-20_4.jpeg,4.24,5.41,3.06,5.19,4.48,4.58,5.60,3.01,5.52,4.68,1.39,1.54,1.11,1.50,1.38,1.43,1.57,1.10,1.55,1.41,0.53,0.51,0.60,0.52,0.54,0.53,0.51,0.60,0.51,0.54,0.20,0.19,0.21,0.19,0.20,0.22,0.21,0.23,0.21,0.22,0.83,0.79,0.88,0.79,0.82,0.83,0.79,0.89,0.79,0.82,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.16,0.77,5.01,6.00,11.00,4.00,0.36,Y
4808,20773,2019-04-20_4.jpeg,2019-08-25_3.jpeg,4.58,5.60,3.01,5.52,4.68,1.74,2.53,1.26,2.51,2.01,1.43,1.57,1.10,1.55,1.41,0.64,0.78,0.52,0.77,0.68,0.53,0.51,0.60,0.51,0.54,0.75,0.73,0.79,0.73,0.75,0.22,0.21,0.23,0.21,0.22,0.33,0.32,0.34,0.32,0.33,0.83,0.79,0.89,0.79,0.82,0.91,0.87,0.94,0.87,0.90,0.05,0.04,0.05,0.04,0.05,0.11,0.10,0.12,0.10,0.11,0.00,1.00,7.00,11.00,11.00,11.00,1.00,N
4809,20773,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.74,2.53,1.26,2.51,2.01,1.96,2.59,1.34,2.56,2.11,0.64,0.78,0.52,0.77,0.68,0.76,0.87,0.61,0.87,0.78,0.75,0.73,0.79,0.73,0.75,0.71,0.69,0.75,0.68,0.71,0.33,0.32,0.34,0.32,0.33,0.27,0.26,0.28,0.26,0.27,0.91,0.87,0.94,0.87,0.90,0.89,0.85,0.92,0.85,0.88,0.11,0.10,0.12,0.10,0.11,0.07,0.07,0.08,0.07,0.07,0.00,1.00,7.00,11.00,11.00,11.00,1.00,N
4810,20773,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.96,2.59,1.34,2.56,2.11,2.05,2.86,1.32,2.87,2.28,0.76,0.87,0.61,0.87,0.78,0.68,0.80,0.52,0.81,0.70,0.71,0.69,0.75,0.68,0.71,0.75,0.73,0.79,0.73,0.75,0.27,0.26,0.28,0.26,0.27,0.29,0.28,0.30,0.28,0.29,0.89,0.85,0.92,0.85,0.88,0.92,0.89,0.95,0.89,0.91,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.09,0.08,0.08,0.00,1.00,7.00,11.00,11.00,11.00,1.00,N
4811,20774,2016-09-09_11.jpeg,2017-05-04_10.jpeg,2.09,3.30,2.78,4.18,3.09,2.50,4.35,3.45,4.79,3.77,0.58,0.74,0.66,0.81,0.70,0.66,0.90,0.79,0.94,0.82,0.82,0.79,0.81,0.79,0.80,0.80,0.76,0.78,0.76,0.78,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.55,0.56,0.96,0.94,0.95,0.93,0.95,0.96,0.93,0.94,0.92,0.94,0.32,0.31,0.32,0.31,0.32,0.32,0.31,0.32,0.31,0.31,0.16,0.80,5.30,11.00,10.00,9.00,0.82,N
4812,20774,2017-05-04_10.jpeg,2017-08-17_9.jpeg,2.50,4.35,3.45,4.79,3.77,1.93,2.98,2.70,4.00,2.90,0.66,0.90,0.79,0.94,0.82,0.53,0.67,0.62,0.76,0.65,0.80,0.76,0.78,0.76,0.78,0.83,0.81,0.82,0.80,0.82,0.56,0.56,0.56,0.55,0.56,0.57,0.56,0.57,0.56,0.56,0.96,0.93,0.94,0.92,0.94,0.96,0.94,0.95,0.92,0.94,0.32,0.31,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.32,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
4813,20774,2017-08-17_9.jpeg,2018-03-13_8.jpeg,1.93,2.98,2.70,4.00,2.90,1.79,2.64,1.83,3.11,2.34,0.53,0.67,0.62,0.76,0.65,0.46,0.58,0.46,0.61,0.53,0.83,0.81,0.82,0.80,0.82,0.85,0.83,0.85,0.83,0.84,0.57,0.56,0.57,0.56,0.56,0.57,0.56,0.57,0.56,0.57,0.96,0.94,0.95,0.92,0.94,0.97,0.96,0.97,0.96,0.97,0.32,0.31,0.32,0.31,0.32,0.32,0.32,0.32,0.31,0.32,0.00,1.00,7.00,1.00,1.00,1.00,1.00,N
4814,20774,2018-03-13_8.jpeg,2018-07-08_7.jpeg,1.79,2.64,1.83,3.11,2.34,1.12,1.62,1.29,2.14,1.54,0.46,0.58,0.46,0.61,0.53,0.35,0.44,0.37,0.49,0.41,0.85,0.83,0.85,0.83,0.84,0.88,0.86,0.88,0.86,0.87,0.57,0.56,0.57,0.56,0.57,0.58,0.57,0.58,0.57,0.58,0.97,0.96,0.97,0.96,0.97,0.97,0.96,0.97,0.95,0.96,0.32,0.32,0.32,0.31,0.32,0.34,0.33,0.34,0.33,0.33,0.00,1.00,7.00,1.00,1.00,1.00,1.00,N
